"Időbélyeg"," Mi a kutyája fajtája?","Milyen idős a kutyája?","Milyen színekből áll a kutyája szőre?","Mekkora a kutyája? ","Mekkora a kutyája eledeligénye?","Milyen hosszú a kutyája szőre?","Mennyire göndör a kutyája szőre?","Mennyi ápolást igényel a kutyája?","Milyen gyakran kell a kutyája után a levedlett szőrt eltakarítania?","Mennyi mozgást igényel a kutyája?","Mennyire játékos a kutyája?","Mennyire tanulékony a kutyája? ","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta kisgyermekes családok számára?","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta macskával is rendelkező családok számára?","Milyen gyakran volt egészségügyi problémája a kutyájának?","Mennyire szokott hangos lenni a kutyája?","Mennyire tűri jól a kutyája az egyedüllétet?","Mennyire jellemző a kutyájára, hogy amikor veszélyt érez, megpróbálja megvédeni önt?"
"2024/02/01 7:41:40 du. EET","Labrador retriever","Középkorú","fehér;krémszínű","5","4","3","1","4","4","5","5","5","5","2","3","4","2","3"
"2024/02/01 7:41:54 du. EET","Labrador retriever","Középkorú","barna","3","4","3","2","2","3","3","5","4","4","4","2","1","5","2"
"2024/02/01 7:42:52 du. EET","Tacskó","Középkorú","fekete;barna","2","2","1","1","1","5","5","5","4","3","4","2","4","4","5"
"2024/02/01 7:42:58 du. EET","Shar pei","Középkorú","fekete","3","4","1","1","3","3","3","4","4","5","1","2","2","2","3"
"2024/02/01 7:43:12 du. EET","Ausztrál juhászkutya","Középkorú","fekete;fehér;szürke;vörös","4","3","3","2","2","5","5","5","3","4","4","1","4","2","1"
"2024/02/01 7:43:25 du. EET","Tacskó","Középkorú","fekete;szürke;krémszínű","2","3","2","1","4","3","5","5","5","4","5","1","3","4","4"
"2024/02/01 7:43:25 du. EET","Csivava","Középkorú","fehér;barna","1","1","3","2","2","4","1","1","4","3","5","3","2","4","2"
"2024/02/01 7:43:32 du. EET","Beagle","Középkorú","fekete;fehér;barna","2","3","1","1","1","5","3","4","4","4","5","2","3","5","1"
"2024/02/01 7:43:34 du. EET","Komondor","Középkorú","fehér","5","3","5","3","3","1","2","2","4","5","2","2","3","4","5"
"2024/02/01 7:43:37 du. EET","Újfundlandi","Kölyök","barna","5","4","4","2","4","2","5","5","5","3","3","2","2","4","3"
"2024/02/01 7:44:21 du. EET","Máltai selyemkutya","Középkorú","fehér","2","2","2","1","3","1","4","4","5","5","4","2","2","5","4"
"2024/02/01 7:44:56 du. EET","Bichon","Kölyök","fekete;fehér;szürke;barna","3","3","5","2","5","1","5","5","3","3","4","4","2","4","5"
"2024/02/01 7:45:02 du. EET","Francia bulldog","Középkorú","sárgásbarna","2","3","1","1","3","5","3","4","3","3","3","3","3","2","3"
"2024/02/01 7:45:08 du. EET","Yorkshire terrier","Középkorú","barna","2","3","2","1","4","1","3","4","4","5","4","3","4","3","2"
"2024/02/01 7:45:38 du. EET","Border collie","Középkorú","fehér;barna;vörös","4","3","4","2","1","1","5","5","5","3","3","2","1","4","3"
"2024/02/01 7:45:58 du. EET","Bichon","Kölyök","fehér","2","2","3","3","4","2","4","5","4","5","3","2","3","3","2"
"2024/02/01 7:45:58 du. EET","Golden retriever","Középkorú","fehér","4","5","3","3","3","5","3","3","5","5","5","3","5","3","1"
"2024/02/01 7:46:18 du. EET","Bullterrier","Kölyök","fekete;fehér;barna","3","5","1","1","3","3","5","5","5","5","3","2","2","3","4"
"2024/02/01 7:46:23 du. EET","Újfundlandi","Középkorú","fekete","5","4","4","3","5","5","5","5","5","5","3","2","4","3","3"
"2024/02/01 7:46:24 du. EET","Keverék","Idős","fehér;barna;vörös","3","3","3","2","1","4","3","2","3","2","4","1","1","5","3"
"2024/02/01 7:46:44 du. EET","Labrador retriever","Középkorú","barna","4","4","2","1","2","3","5","5","3","4","1","1","1","3","3"
"2024/02/01 7:46:47 du. EET","Bichon","Középkorú","fehér;barna","2","2","3","3","5","1","3","5","3","5","5","1","1","4","2"
"2024/02/01 7:46:58 du. EET","Ír szetter","Középkorú","barna;vörös","3","3","3","3","2","1","4","4","4","5","3","2","1","3","2"
"2024/02/01 7:47:04 du. EET","foxterrier","Idős","fekete;fehér;vörös","2","2","4","4","3","2","4","4","4","3","1","3","4","4","2"
"2024/02/01 7:47:13 du. EET","Komondor","Középkorú","fehér","5","4","4","3","1","1","5","3","3","5","1","1","2","2","5"
"2024/02/01 7:47:30 du. EET","Újfundlandi","Középkorú","fekete;fehér","5","4","4","1","4","3","3","3","4","5","3","2","2","2","3"
"2024/02/01 7:48:08 du. EET","Német juhászkutya","Kölyök","fekete;fehér;sárgásbarna","4","4","4","1","2","3","4","4","4","5","2","1","3","4","5"
"2024/02/01 7:48:29 du. EET","Labrador retriever","Kölyök","barna","5","5","4","3","1","5","5","5","3","3","3","2","2","3","3"
"2024/02/01 7:48:41 du. EET","Mopsz","Idős","fekete;fehér","3","3","2","1","3","5","3","5","5","5","5","3","1","5","5"
"2024/02/01 7:49:49 du. EET","Tacskó","Középkorú","fekete;barna","2","3","1","1","2","3","3","4","4","5","1","1","4","3","5"
"2024/02/01 7:49:58 du. EET","Puli","Kölyök","fekete;fehér","5","3","3","4","3","1","5","5","5","3","5","1","4","3","4"
"2024/02/01 7:50:14 du. EET","Schnauzer","Középkorú","szürke","3","3","2","1","5","1","3","4","4","5","1","2","2","5","4"
"2024/02/01 7:50:24 du. EET","Bichon","Kölyök","barna;krémszínű","2","4","4","3","4","1","4","5","5","5","4","1","3","4","4"
"2024/02/01 7:50:47 du. EET","Malinois","Középkorú","fekete;barna;sárgásbarna;vörös","3","3","2","2","2","3","5","5","4","2","4","1","2","5","4"
"2024/02/01 7:50:53 du. EET","Francia bulldog","Középkorú","vörös","2","3","1","1","3","2","3","4","3","4","5","3","2","4","2"
"2024/02/01 7:51:00 du. EET","Labrador retriever","Középkorú","barna","4","4","2","1","2","3","4","5","5","5","5","1","2","5","4"
"2024/02/01 7:51:20 du. EET","Jack Russell terrier","Középkorú","fehér;sárgásbarna","2","2","1","1","2","5","5","5","5","3","3","1","1","4","3"
"2024/02/01 7:51:20 du. EET","Bullterrier","Középkorú","fekete;fehér;barna","5","3","2","1","1","2","3","5","4","5","3","1","3","3","5"
"2024/02/01 7:51:23 du. EET","Shar pei","Középkorú","krémszínű","4","4","2","1","3","2","2","3","3","3","1","2","2","3","5"
"2024/02/01 7:51:34 du. EET","Komondor","Kölyök","fehér","4","4","5","4","4","3","3","5","4","4","5","2","3","4","5"
"2024/02/01 7:51:42 du. EET","Bichon","Kölyök","fehér","2","2","2","1","3","1","3","4","4","5","3","1","1","4","5"
"2024/02/01 7:51:53 du. EET","Bichon","Középkorú","fehér;krémszínű","2","5","2","2","4","1","4","5","4","5","1","2","3","3","3"
"2024/02/01 7:51:54 du. EET","Tibeti terrier","Idős","fehér;krémszínű","3","1","5","2","5","3","5","5","5","5","5","2","5","3","1"
"2024/02/01 7:51:59 du. EET","Ausztrál juhászkutya","Középkorú","fekete;fehér;szürke;barna","3","4","4","2","5","5","5","5","3","4","2","2","4","2","2"
"2024/02/01 7:52:08 du. EET","Bullterrier","Középkorú","fekete;fehér","3","5","1","1","1","2","4","5","3","5","4","1","1","4","4"
"2024/02/01 7:52:09 du. EET","Puli","Középkorú","fekete","4","3","4","4","5","3","3","2","1","4","4","1","3","3","4"
"2024/02/01 7:52:25 du. EET","Puli","Középkorú","fehér","3","4","5","4","1","2","5","5","4","5","3","2","4","2","4"
"2024/02/01 7:52:30 du. EET","Bichon","Idős","fehér","2","3","3","3","3","1","3","3","4","5","4","3","2","5","1"
"2024/02/01 7:53:00 du. EET","Máltai selyemkutya","Kölyök","fehér;krémszínű","1","2","5","1","4","1","4","4","4","2","5","3","4","2","2"
"2024/02/01 7:53:01 du. EET","Bichon","Kölyök","fehér","2","3","2","4","4","3","4","3","3","3","3","1","3","2","2"
"2024/02/01 7:53:11 du. EET","Border collie","Kölyök","fekete;fehér","3","4","3","2","1","3","5","5","4","4","3","1","3","4","2"
"2024/02/01 7:53:19 du. EET","Border collie","Kölyök","fekete;fehér","5","3","5","1","3","5","5","4","4","5","5","1","2","4","5"
"2024/02/01 7:53:21 du. EET","Komondor","Kölyök","fehér","5","5","5","4","3","1","5","5","3","5","1","1","3","3","5"
"2024/02/01 7:54:06 du. EET","Csivava","Kölyök","fehér;krémszínű","1","1","2","1","1","3","3","4","3","5","5","1","1","5","1"
"2024/02/01 7:54:30 du. EET","Puli","Középkorú","fekete","3","3","5","3","3","1","5","5","4","4","4","2","4","2","5"
"2024/02/01 7:54:36 du. EET","Bichon","Idős","fekete;fehér","1","4","3","3","5","1","4","4","4","5","4","3","5","1","2"
"2024/02/01 7:54:41 du. EET","Bichon","Középkorú","fekete;fehér","2","2","4","1","5","1","3","5","4","3","2","4","1","4","2"
"2024/02/01 7:54:45 du. EET","Malinois","Középkorú","barna","3","3","1","1","1","1","5","4","5","1","1","4","3","2","5"
"2024/02/01 7:54:53 du. EET","Schnauzer","Kölyök","szürke","2","2","3","3","5","2","5","5","5","2","2","1","2","4","4"
"2024/02/01 7:54:58 du. EET","Komondor","Középkorú","fehér","5","3","5","5","1","1","5","4","4","5","5","1","3","2","4"
"2024/02/01 7:55:06 du. EET","Francia bulldog","Középkorú","fekete","3","3","2","1","2","2","2","4","3","4","2","4","3","1","2"
"2024/02/01 7:55:36 du. EET","Újfundlandi","Középkorú","fekete;fehér","5","4","4","4","4","4","5","5","5","5","2","3","3","3","5"
"2024/02/01 7:55:43 du. EET","Beagle","Kölyök","fekete;fehér;barna","3","4","1","1","3","2","5","5","5","5","2","1","4","3","5"
"2024/02/01 7:55:54 du. EET","Puli","Középkorú","fekete","2","2","3","1","2","1","3","4","4","4","4","1","2","1","3"
"2024/02/01 7:56:04 du. EET","Basset hound","Idős","fekete;fehér;barna","5","5","1","1","3","4","3","3","2","4","5","4","3","1","1"
"2024/02/01 7:56:44 du. EET","Vizsla","Középkorú","barna","4","3","1","1","2","4","5","5","5","5","4","3","4","5","3"
"2024/02/01 7:57:04 du. EET","Border collie","Kölyök","fekete;fehér","4","3","1","1","1","1","5","5","5","4","2","1","4","2","3"
"2024/02/01 7:57:08 du. EET","foxterrier","Középkorú","fekete;fehér;barna","3","3","3","3","3","1","5","3","4","4","1","2","2","5","3"
"2024/02/01 7:57:15 du. EET","Bichon","Középkorú","fehér","2","2","2","1","5","2","3","4","4","4","3","2","2","3","5"
"2024/02/01 7:57:21 du. EET","Törpespicc","Középkorú","sárgásbarna;vörös;krémszínű","1","1","4","1","3","4","3","5","5","2","4","1","1","5","5"
"2024/02/01 7:57:26 du. EET","Puli","Középkorú","fekete","3","2","3","3","3","3","4","5","5","5","3","1","4","3","4"
"2024/02/01 7:58:05 du. EET","Bichon","Kölyök","fekete;fehér","2","3","3","4","4","1","4","5","5","2","5","1","1","3","5"
"2024/02/01 7:58:27 du. EET","Csivava","Idős","fekete;fehér;krémszínű","1","3","2","1","1","1","1","3","3","1","5","2","3","2","5"
"2024/02/01 7:59:07 du. EET","Bullmasztiff","Középkorú","fekete;fehér;sárgásbarna","5","5","1","1","1","4","2","3","5","5","3","1","1","5","5"
"2024/02/01 7:59:09 du. EET","Bichon","Kölyök","fekete","2","3","4","4","3","3","3","5","4","5","2","1","4","3","2"
"2024/02/01 7:59:11 du. EET","Bichon","Középkorú","fehér","2","2","2","2","3","1","3","4","3","5","3","3","2","1","5"
"2024/02/01 7:59:19 du. EET","Bichon","Középkorú","fehér","3","2","3","3","5","1","5","5","4","5","3","3","3","5","5"
"2024/02/01 8:00:10 du. EET","Máltai selyemkutya","Középkorú","fehér","2","2","3","1","5","1","3","4","3","5","3","5","4","5","5"
"2024/02/01 8:00:56 du. EET","Mopsz","Középkorú","szürke;krémszínű","3","5","3","2","3","4","3","5","5","5","5","2","3","4","1"
"2024/02/01 8:01:36 du. EET","Bichon","Középkorú","fehér","3","3","2","2","5","1","3","5","4","5","4","1","3","3","5"
"2024/02/01 8:01:41 du. EET","Bichon","Idős","fehér","3","2","3","1","4","1","2","2","3","5","5","3","1","5","5"
"2024/02/01 8:01:44 du. EET","Border collie","Kölyök","fekete;fehér","3","3","4","1","2","2","4","3","3","1","1","1","1","2","2"
"2024/02/01 8:01:47 du. EET","Puli","Középkorú","fekete","3","2","4","3","5","3","3","4","5","5","5","2","4","5","1"
"2024/02/01 8:02:15 du. EET","Puli","Középkorú","krémszínű","4","4","4","3","3","1","5","4","5","5","2","4","4","3","4"
"2024/02/01 8:02:45 du. EET","Rottweiler","Középkorú","fekete;barna;vörös","4","3","2","1","1","3","4","3","5","5","4","2","1","4","5"
"2024/02/01 8:02:48 du. EET","Komondor","Kölyök","fehér","5","5","5","5","3","5","4","3","4","3","4","2","3","5","3"
"2024/02/01 8:03:20 du. EET","Beagle","Idős","fekete;fehér;barna;sárgásbarna","3","5","3","1","3","4","5","5","4","5","5","2","5","3","1"
"2024/02/01 8:03:28 du. EET","Csivava","Középkorú","fekete;fehér","1","2","4","1","4","1","3","3","3","5","3","3","1","3","1"
"2024/02/01 8:03:43 du. EET","Bichon","Idős","fekete;fehér;szürke","1","3","3","3","5","1","3","4","5","5","5","3","3","5","1"
"2024/02/01 8:04:24 du. EET","Bichon","Középkorú","fekete","2","2","3","2","4","1","3","4","3","3","1","2","3","1","5"
"2024/02/01 8:04:33 du. EET","Komondor","Középkorú","fehér","5","2","5","4","2","1","4","3","5","5","5","2","2","5","5"
"2024/02/01 8:04:44 du. EET","Keverék","Kölyök","fekete;fehér;barna","3","2","3","2","2","2","3","4","3","5","3","1","3","5","3"
"2024/02/01 8:05:05 du. EET","Máltai selyemkutya","Középkorú","fehér","2","4","3","2","5","1","4","5","5","5","5","1","2","5","5"
"2024/02/01 8:05:11 du. EET","Staffordshire bullterrier","Idős","fekete","3","3","2","1","1","3","3","2","5","5","5","5","1","5","1"
"2024/02/01 8:05:26 du. EET","Schnauzer","Idős","fekete","4","3","2","2","3","3","2","3","5","5","3","2","2","3","5"
"2024/02/01 8:05:42 du. EET","Bullterrier","Középkorú","fehér","3","3","2","1","2","1","3","4","3","5","2","2","2","2","3"
"2024/02/01 8:06:01 du. EET","Komondor","Idős","fehér","5","4","5","3","5","1","4","3","3","5","5","3","2","5","5"
"2024/02/01 8:07:04 du. EET","Francia bulldog","Középkorú","fekete;fehér;barna;sárgásbarna","3","3","2","2","2","5","3","4","3","5","5","1","3","3","3"
"2024/02/01 8:07:10 du. EET","Beagle","Középkorú","fekete;fehér;barna","3","4","2","1","3","4","4","4","4","4","3","2","3","2","2"
"2024/02/01 8:07:44 du. EET","Puli","Középkorú","fehér","2","2","4","4","2","2","5","5","5","5","5","1","4","4","5"
"2024/02/01 8:07:48 du. EET","Border collie","Kölyök","fekete;fehér;szürke","4","3","2","1","2","5","4","5","5","4","4","1","4","2","2"
"2024/02/01 8:08:50 du. EET","Labrador retriever","Idős","fekete","3","4","3","1","1","3","5","5","4","4","2","1","4","4","2"
"2024/02/01 8:08:53 du. EET","Jack Russell terrier","Idős","fehér;barna","2","5","1","1","3","1","1","1","5","5","5","5","1","5","1"
"2024/02/01 8:09:36 du. EET","Bichon","Középkorú","fekete;fehér","4","4","3","1","3","1","2","4","4","5","3","1","4","4","3"
"2024/02/01 8:09:48 du. EET","Bichon","Kölyök","fehér","2","3","3","4","4","1","4","4","4","5","4","2","5","1","4"
"2024/02/01 8:10:11 du. EET","Puli","Középkorú","fekete","2","2","4","4","3","2","4","4","4","3","2","4","4","3","4"
"2024/02/01 8:10:30 du. EET","Dán dog","Kölyök","fekete","3","3","1","1","3","3","5","5","5","5","4","1","1","3","3"
"2024/02/01 8:10:33 du. EET","Dobermann","Középkorú","fekete;barna","5","3","1","1","2","4","5","5","5","5","3","2","2","4","5"
"2024/02/01 8:11:22 du. EET","Golden retriever","Középkorú","krémszínű","3","4","4","1","2","3","4","5","5","3","1","3","1","2","3"
"2024/02/01 8:11:36 du. EET","Mopsz","Középkorú","krémszínű","2","3","1","1","4","3","3","3","3","5","5","1","1","3","4"
"2024/02/01 8:11:40 du. EET","Bichon","Középkorú","fekete;fehér","2","3","3","1","4","1","3","5","5","5","1","2","2","4","4"
"2024/02/01 8:12:10 du. EET","Csivava","Középkorú","fehér;barna","5","4","2","1","5","3","3","5","4","2","1","2","5","4","5"
"2024/02/01 8:12:15 du. EET","Komondor","Középkorú","fehér","5","3","3","4","2","2","2","3","3","5","5","2","1","4","5"
"2024/02/01 8:12:38 du. EET","Bichon","Középkorú","fehér","1","3","1","2","1","1","3","5","5","5","3","1","2","4","5"
"2024/02/01 8:12:56 du. EET","Újfundlandi","Középkorú","fekete","3","5","5","4","3","2","5","4","3","5","1","1","1","5","4"
"2024/02/01 8:13:17 du. EET","Bichon","Idős","fekete;fehér","3","3","3","3","3","1","1","3","5","5","5","3","3","5","3"
"2024/02/01 8:13:30 du. EET","Schnauzer","Kölyök","fekete","2","2","2","3","3","2","4","4","3","4","1","1","3","3","2"
"2024/02/01 8:13:37 du. EET","Border collie","Kölyök","fekete;fehér","4","3","5","3","2","5","5","5","5","5","5","1","5","3","5"
"2024/02/01 8:13:46 du. EET","Dán dog","Kölyök","fekete","5","4","1","1","1","2","2","4","4","2","4","2","4","2","4"
"2024/02/01 8:13:46 du. EET","Bichon","Középkorú","krémszínű","1","2","3","3","4","1","2","1","4","3","3","2","2","3","1"
"2024/02/01 8:14:06 du. EET","Csivava","Idős","fekete;fehér;barna","3","1","1","1","3","3","3","1","4","1","3","3","2","5","5"
"2024/02/01 8:14:15 du. EET","Beagle","Középkorú","fekete;fehér;sárgásbarna","3","3","2","1","2","2","5","4","4","5","3","2","2","3","3"
"2024/02/01 8:14:23 du. EET","Máltai selyemkutya","Középkorú","fehér","2","1","4","1","5","1","3","5","5","5","3","1","1","2","1"
"2024/02/01 8:14:24 du. EET","Rottweiler","Középkorú","fekete;barna","5","4","3","1","1","3","4","4","5","3","1","1","2","5","5"
"2024/02/01 8:14:49 du. EET","Komondor","Középkorú","fehér","5","5","5","1","5","1","2","3","2","4","5","1","4","5","5"
"2024/02/01 8:15:10 du. EET","Puli","Középkorú","fekete","3","3","5","5","3","1","5","5","5","5","5","1","5","1","5"
"2024/02/01 8:15:20 du. EET","Puli","Középkorú","fekete","3","2","3","3","2","1","4","4","5","5","3","1","5","5","5"
"2024/02/01 8:15:42 du. EET","Mopsz","Középkorú","krémszínű","2","5","3","1","3","5","3","3","3","5","5","2","1","4","2"
"2024/02/01 8:15:57 du. EET","Tacskó","Középkorú","fekete;sárgásbarna","3","3","1","1","1","5","3","3","5","5","5","1","3","4","3"
"2024/02/01 8:16:02 du. EET","Labrador retriever","Idős","fekete","4","4","4","3","3","5","4","5","5","5","5","4","2","5","3"
"2024/02/01 8:16:03 du. EET","Bichon","Kölyök","fehér;szürke","3","3","3","3","5","1","5","5","5","5","2","1","5","3","5"
"2024/02/01 8:16:28 du. EET","Bullmasztiff","Kölyök","fekete","5","4","1","1","2","3","3","3","3","4","3","3","3","3","5"
"2024/02/01 8:17:05 du. EET","Bullterrier","Középkorú","fekete;fehér;szürke;barna","3","3","1","1","2","2","3","5","2","3","1","2","1","4","4"
"2024/02/01 8:17:26 du. EET","Schnauzer","Középkorú","fehér;szürke","3","2","2","2","5","1","4","4","4","5","1","2","3","5","1"
"2024/02/01 8:17:51 du. EET","Francia bulldog","Középkorú","krémszínű","2","2","1","1","2","3","3","3","3","5","3","3","1","5","5"
"2024/02/01 8:18:21 du. EET","Német juhászkutya","Középkorú","fekete;sárgásbarna;vörös;krémszínű","5","4","4","2","3","3","5","5","5","5","4","2","2","3","5"
"2024/02/01 8:18:37 du. EET","Border collie","Kölyök","fekete;fehér;szürke","4","3","2","1","1","3","4","4","4","5","3","1","1","2","4"
"2024/02/01 8:18:58 du. EET","Labrador retriever","Középkorú","sárgásbarna","4","5","3","2","3","3","5","5","5","5","5","3","3","4","5"
"2024/02/01 8:19:07 du. EET","Keverék","Középkorú","sárgásbarna;vörös","5","3","4","2","1","4","4","5","3","5","2","1","2","3","3"
"2024/02/01 8:19:18 du. EET","Schnauzer","Középkorú","fehér;szürke","2","2","2","1","5","2","3","5","3","4","2","2","2","4","3"
"2024/02/01 8:19:20 du. EET","Shiba Inu","Középkorú","fekete;fehér;sárgásbarna","2","3","3","1","4","4","4","4","4","3","4","2","2","4","1"
"2024/02/01 8:19:23 du. EET","Csivava","Középkorú","fekete;fehér","1","1","1","1","3","2","3","3","4","5","3","2","1","5","5"
"2024/02/01 8:19:25 du. EET","Francia bulldog","Középkorú","fekete","3","3","1","1","2","3","4","5","5","5","3","1","5","2","5"
"2024/02/01 8:20:00 du. EET","Bichon","Középkorú","fehér","2","3","3","1","3","1","1","1","5","5","5","2","1","4","5"
"2024/02/01 8:20:06 du. EET","Mopsz","Kölyök","barna","3","3","2","1","4","4","3","4","3","5","5","2","1","4","3"
"2024/02/01 8:20:19 du. EET","Kuvasz","Középkorú","fehér","4","5","4","3","2","5","4","4","5","5","4","2","5","3","5"
"2024/02/01 8:20:41 du. EET","Border collie","Középkorú","fekete;fehér;szürke","3","3","3","2","1","4","4","5","5","2","3","1","2","3","5"
"2024/02/01 8:20:56 du. EET","Jack Russell terrier","Középkorú","fekete;fehér;barna;vörös","4","3","3","1","1","5","4","5","5","3","1","1","1","2","1"
"2024/02/01 8:21:02 du. EET","Bichon","Középkorú","fehér","1","1","4","2","4","1","2","4","5","5","3","2","3","3","2"
"2024/02/01 8:21:12 du. EET","Border collie","Középkorú","fehér;vörös;krémszínű","4","2","4","3","2","5","4","4","5","4","4","1","1","2","3"
